work_id,title,author,rating,category,fandom,relationship,character,additional_tags,warnings,language,date updated,status,words,chapters,comments,kudos,bookmarks,hits
1037432,Dead Man Walking,cywscross,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Regulus Black , Harry Potter , Sirius Black , Hermione Granger , Ron Weasley , Order of the Phoenix , Fred Weasley , George Weasley , Neville Longbottom , Luna Lovegood , Ginny Weasley , Albus Dumbledore , Severus Snape , Minerva McGonagall","Alternate Universe , Harry-gets-a-secret-second-godfather... sort-of , Fix-It , Alternate Universe - Canon Divergence , Regulus Black Lives , Harry is Lord Potter , Don't copy to another site",Creator Chose Not To Use Archive Warnings,English,07 Jul 2016,Work in Progress,"57,303",4/?,627,5041,1821,92515
12365883,"Chaos, Imperium, Scientiae",StardustGay,Not Rated,M/M,Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle , Hermione Granger/Ron Weasley , Hermione Granger/Other(s) , Harry Potter/Other(s)","Harry Potter , Tom Riddle | Voldemort , Hermione Granger , Ron Weasley , Walburga Black , Lucretia Black , Other Characters","Dark Harry , Dark Hermione Granger , Dark Ron Weasley , Dark Magic , Time Travel , Slytherin Harry , Slytherin Hermione Granger , Slytherin Ron Weasley , Harry and Tom compete to be King of Slytherin , Harry has his own inner circle , Tom is infuriated and intrigued , Pureblood Hermione Granger , Pureblood Harry Potter , Pureblood Culture , Magically Powerful Harry Potter , Black Family , Black Hermione Granger , Politics , Albus Dumbledore Bashing , slowburn , Morally Ambiguous Character , All serious violence is tagged per chapter , Animal Sacrifice",Graphic Depictions Of Violence,English,15 Oct 2020,Work in Progress,"102,046",23/35,543,4740,1567,92104
6146275,What You Learn From Spying,elvirakitties,Teen And Up Audiences,"M/M, Other",Harry Potter - J. K. Rowling,"Harry Potter & Severus Snape , Harry Potter/Severus Snape , Lucius Malfoy/Narcissa Black Malfoy , Draco Malfoy & Harry Potter , Harry Potter & Tom Riddle | Voldemort , Harry Potter/Tom Riddle/Severus Snape , Narcissa Black Malfoy & Harry Potter , Hermione Granger/Draco Malfoy","Harry Potter , Hermione Granger , Severus Snape , Albus Dumbledore , Ron Weasley , Tom Riddle | Voldemort , The Weasleys , Goblin(s) (Character)","Mentor Severus Snape , Mentor Voldemort , Pre-Slash , Slash , Manipulative Dumbledore , Harry Potter is a Malfoy , Weasley Bashing , Hermione Granger & Harry Potter Friendship , Good Death Eaters , Alternate Universe - Canon Divergence , Light Dom/sub , Sub Severus Snape , Sub Tom Riddle , Dom Harry Potter , Elemental Magic , Good Draco Malfoy , Evil Dumbledore , Child Abuse , Past Child Abuse , Implied/Referenced Child Abuse","No Archive Warnings Apply , Graphic Depictions Of Violence",English,27 Oct 2017,Complete Work,"30,048",14/14,497,3391,737,92037
11912106,The Difference,elvirakitties,Not Rated,"F/M, Other",Harry Potter - J. K. Rowling,"James Potter/Lily Evans Potter , Harry Potter & Severus Snape","James Potter , Lily Evans Potter , Harry Potter , Severus Snape , Original Male Character(s) , Albus Dumbledore","Alternate Universe - Canon Divergence , James Potter Lives , Lily Evans Potter Lives , Severitus , Wrong Boy-Who-Lived , Lily Evans Potter Bashing , Manipulative Albus Dumbledore , Good Sirius Black , Minor Sirius Black/Remus Lupin , Good Severus Snape , Parent Severus Snape , James Potter Being an Idiot",No Archive Warnings Apply,English,14 Jan 2021,Work in Progress,"29,791",15/?,998,4037,952,90695
5611336,Shattering Timelines,FiraBloom,Not Rated,"F/M, M/M",Harry Potter - J. K. Rowling,"Sirius Black/Harry Potter , James Potter/Lily Evans Potter , Regulus Black/Original Character","Harry Potter , Sirius Black , Remus Lupin , James Potter , Lily Evans Potter , Severus Snape , Regulus Black","Time Travel , Time Travel Fix-It , Marauders' Era , Manipulative Dumbledore , Powerful Harry , Independent Harry , Angst , Annoyingly cute dragons , Awkward Flirting , Harry doesn't know how to handle flirting",Creator Chose Not To Use Archive Warnings,English,12 Sep 2017,Work in Progress,"80,998",19/?,673,3715,1154,90293
6332326,No Way,elvirakitties,Not Rated,M/M,Harry Potter - J. K. Rowling,"Lucius Malfoy/Harry Potter , Lucius Malfoy/Harry Potter/Severus Snape , Harry Potter/Severus Snape","Harry Potter , Lucius Malfoy , Draco Malfoy , Original Male Character(s) , Albus Dumbledore , Horace Slughorn , Minerva McGonagall , Filius Flitwick , Tom Riddle | Voldemort , Death Eater(s) , Original Female Character(s) , Regulus Black , Sirius Black , James Potter , Lily Evans Potter , Remus Lupin , Peter Pettigrew , Arthur Weasley , Molly Weasley , Fabian Prewett , Gideon Prewett","Mpreg , Implied Mpreg , Alternate Universe - Canon Divergence , The Author Regrets Nothing , Bad Dumbledore , Manipulative Dumbledore , Dumbledore Bashing , James Potter Bashing , Sirius Bashing",No Archive Warnings Apply,English,10 Oct 2020,Work in Progress,"38,747",18/?,577,3094,858,90127
8517286,because he strayed across the path,LullabyKnell,Teen And Up Audiences,"Gen, M/M",Harry Potter - J. K. Rowling,"Hermione Granger & Harry Potter & Ron Weasley , Cedric Diggory & Harry Potter , Sirius Black & Harry Potter , Remus Lupin & Harry Potter","Harry Potter , Cedric Diggory , Sirius Black , Ensemble","Alternate Universe - Canon Divergence , Universe Alteration , Canon-Typical Violence , Alternate Canon , Prisoner of Azkaban AU , Book 3: Harry Potter and the Prisoner of Azkaban , Pre-Slash , Gen or Pre-Slash , Slow Build , Slow To Update , Fluff , Fluff and Angst , Light Angst , Feels , Fix-It , WIP , Long , Post-Traumatic Stress Disorder - PTSD , Friendship , Worldbuilding , Alternate Character Interpretation , Feel-good , Mild Language , Ron Weasley is a Good Friend , Hermione Granger is a Good Friend",No Archive Warnings Apply,English,10 Sep 2019,Work in Progress,"64,546",12/?,1276,4658,1579,89780
6075192,The Truth Will Set You Free,elvirakitties,Not Rated,M/M,Harry Potter - J. K. Rowling,"Regulus Black/Tom Riddle , Harry Potter & Tom Riddle | Voldemort , Harry Potter & Severus Snape , Harry Potter/Severus Snape , Tom Riddle/Original Female Character(s)","Harry Potter , Severus Snape , Tom Riddle | Voldemort , Cassiopeia Black , Death Eater(s) , The Dursleys , Lucius Malfoy , Hermione Granger , Fred Weasley , The Weasleys , Albus Dumbledore , Dolores Umbridge , Fenrir Greyback , Remus Lupin , Draco Malfoy , Narcissa Black Malfoy , Bellatrix Black Lestrange","Pre-Slash , Implied/Referenced Child Abuse , Manipulative Dumbledore , Dumbledore Bashing , Weasley Bashing , Minor Character Death , Implied Mpreg , Eventual Relationships , Slash , Top Harry Potter , Bottom Severus Snape , Good Malfoy Family , Dark Harry Potter , Implied/Referenced Torture",No Archive Warnings Apply,English,09 Oct 2020,Work in Progress,"44,296",19/?,782,3196,761,89516
1051935,The Bone Man,inspiration_assaulted,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Rabastan Lestrange/Harry Potter , Harry Potter & Voldemort , Voldemort/Bartemius Crouch Jr. , Draco Malfoy/Theodore Nott","Harry Potter , Tom Riddle | Voldemort , Draco Malfoy , Rabastan Lestrange , Bellatrix Black Lestrange , Ron Weasley , George Weasley , Fred Weasley , Albus Dumbledore , Severus Snape , Lucius Malfoy , Original Dementor Characters , Hermione Granger , Ginny Weasley , Theodore Nott , Original Characters , Bartemius Crouch Jr. , Blaise Zabini","Dark Harry Potter , Runes , Father Voldemort , Powerful Harry , New Indentity","Creator Chose Not To Use Archive Warnings , Graphic Depictions Of Violence",English,11 Dec 2013,Complete Work,"56,445",3/3,155,3726,1410,89441
25089103,Reading the Books - Goblet of Fire,spirithorse16,Not Rated,F/M,Harry Potter - J. K. Rowling,"Daphne Greengrass/Harry Potter , Astoria Greengrass/Draco Malfoy , Hermione Granger/Ron Weasley","Harry Potter , Dobby (Harry Potter) , Ron Weasley , Daphne Greengrass , Ginny Weasley , Weasley Family (Harry Potter) , Neville Longbottom , Sirius Black , Remus Lupin , Amelia Bones , Cornelius Fudge",,"Creator Chose Not To Use Archive Warnings , No Archive Warnings Apply",English,15 Jan 2021,Work in Progress,"259,192",31/?,791,970,188,89138
14078862,The Accidental Animagus,White_Squirrel,Teen And Up Audiences,"F/M, Gen",Harry Potter - J. K. Rowling,"Luna Lovegood/Harry Potter , Hermione Granger/Neville Longbottom , Mr Granger/Mrs Granger (Harry Potter) , Sirius Black/Original Female Character(s)","Harry Potter , Hermione Granger , Mr Granger (Harry Potter) , Mrs Granger (Harry Potter) , Albus Dumbledore , Minerva McGonagall , Sirius Black , Remus Lupin , Luna Lovegood , Neville Longbottom , Ron Weasley , Tom Riddle | Voldemort , Fenrir Greyback , Original Characters , Cedric Diggory , Cho Chang , Fleur Delacour , Viktor Krum","Animagus Harry Potter , Adopted Harry Potter , Adopted Sibling Relationship , Harry with the Grangers , Proactive Harry , Good Dumbledore , Smart Harry , Wandless Magic , responsible adults , Politics , Wizarding World , World Magic , Wizengamot , Harry is Lord Potter , Reasonable Ministry , Powerful Wizards , Powerful Enemies , Australia , Rwanda , Mexico , accidental magic",Creator Chose Not To Use Archive Warnings,English,07 Apr 2018,Complete Work,"666,696",112/112,720,2012,542,88957
262681,Cunning and Ambition - Book Two,MinaAndChao,Teen And Up Audiences,"M/M, Multi",Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Pansy Parkinson/Blaise Zabini","Draco Malfoy , Harry Potter , Severus Snape , Lucius Malfoy , Narcissa Malfoy , Pansy Parkinson , Hermione Granger , Blaise Zabini , Ron Weasley , Neville Longbottom","Slytherin!Harry , AU , Book 2: Harry Potter and the Chamber of Secrets",Graphic Depictions Of Violence,English,13 Nov 2011,Complete Work,"62,732",11/11,216,4205,218,88531
20342983,Friend Since Birth,GwynGriffin,Not Rated,No category,Harry Potter - J. K. Rowling,"Harry Potter/Fred Weasley/George Weasley , Sirius Black/Remus Lupin , Original Percival Graves/Newt Scamander , Charlie Weasley/Original Female Character(s)","Harry Potter , Ron Weasley , Hermione Granger , Fred Weasley , George Weasley , Sirius Black , Remus Lupin , Theseus Scamander , Newt Scamander , Original Percival Graves , Tina Goldstein , Queenie Goldstein , Jacob Kowalski , Severus Snape , Charlie Weasley , Bill Weasley , Ragnok (Harry Potter) , Original Female Character(s) , Original Male Character(s) , Draco Malfoy , Narcissa Black Malfoy , Lucius Malfoy , Basically all HP characters.. , Fabian Prewett , Gideon Prewett , Tom Riddle | Voldemort , Death Eater Characters","Implied/Referenced Child Abuse , Manipulative Albus Dumbledore , Albus Dumbledore Bashing , Molly Weasley Bashing , Pureblood Politics (Harry Potter) , Smart Harry Potter , Gringotts Wizarding Bank , BAMF goblins , Harry is Lord Potter , Harry is a Little Shit , Grey Harry Potter , Powerful Harry , Protective Ron Weasley , Protective Marauders , Don’t copy to another site , Slow Burn",Creator Chose Not To Use Archive Warnings,English,26 Dec 2020,Work in Progress,"179,431",43/?,833,2259,949,87955
27799261,How Fate Intended,hoboheartache,Teen And Up Audiences,"F/M, M/M, F/F",Harry Potter - J. K. Rowling,"Harry Potter & Tom Riddle | Voldemort , Draco Malfoy/Harry Potter , Draco Malfoy & Harry Potter , Harry Potter & Tom Riddle , Luna Lovegood/Theodore Nott , Luna Lovegood & Harry Potter , Draco Malfoy & Theodore Nott & Harry Potter & Blaise Zabini , Tracey Davis & Daphne Greengrass , Luna Lovegood & Theodore Nott , Daphne Greengrass/Blaise Zabini","Harry Potter , Tom Riddle | Voldemort , Death (Harry Potter) , Albus Dumbledore , Fred Weasley , George Weasley , Draco Malfoy , Other Character Tags to Be Added , Narcissa Black Malfoy , Lucius Malfoy , Blaise Zabini , Theodore Nott , Tracey Davis (Harry Potter) , Daphne Greengrass , Dursley Family (Harry Potter) , Luna Lovegood","Magically Powerful Harry Potter , Powerful Harry Potter , Harry is a Little Shit , Top Harry , Bottom Draco Malfoy , (not for a while they're babies) , Alternate Universe - Canon Divergence , Time Travel Fix-It , Harry Potter is a Horcrux , Morally Grey Harry Potter , Albus Dumbledore Bashing , Manipulative Albus Dumbledore , Ron Weasley Bashing , Hermione Granger Bashing , Molly Weasley Bashing , Good Dursley Family (Harry Potter) , Tom Riddle is His Own Warning , Somewhat Good Voldemort (Harry Potter) , Mentor Voldemort (Harry Potter) , Sane Voldemort (Harry Potter) , Master of Death Harry Potter , Grey Harry , Other Additional Tags to Be Added , Necromancer Harry Potter , Ginny Weasley Bashing , Necromancy , Creature Inheritance , Soulmates , Soul Bond , Cannibalism , Cannibalistic Thoughts , Horror , Body Horror , Seer Luna Lovegood , Creature Harry Potter , Creature Draco Malfoy , Creature Fic , Slytherin Harry Potter , need to rewrite the earlier chapters to fit in with the rest of the fic , seems like crack for a while before getting better (I promise) , in this house we are aggressively anti-mpreg , if you even hint at wanting mpreg , I will yeet you into the sun","Graphic Depictions Of Violence , Major Character Death",English,27 Feb 2021,Work in Progress,"230,608",69/?,2408,2748,789,87417
2430569,Hopeless,OfficialStarsandGutters,General Audiences,M/M,Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,"Sirius Black , Remus Lupin , James Potter , Peter Pettigrew",,No Archive Warnings Apply,English,09 Oct 2014,Complete Work,"2,524",1/1,174,10130,1063,87247
9181330,Attachment Issues,Elenothar,Teen And Up Audiences,M/M,Fantastic Beasts and Where to Find Them (Movies),Original Percival Graves/Newt Scamander,"Original Percival Graves , Newt Scamander , Tina Goldstein , Newt Scamander's Magical Beasts , Seraphina Picquery","Graves is the new designated beast babysitter , Newt is delighted , and so is the whole department , Mutual Protectiveness , Fluff warning",No Archive Warnings Apply,English,27 Jan 2017,Complete Work,"15,234",6/6,593,8626,2476,86986
1115311,"Wait, What?",esama,General Audiences,F/M,Harry Potter - J. K. Rowling,Lily Evans Potter/James Potter,"Lily Evans Potter , Albus Dumbledore , Harry Potter , Original Character , James Potter","Alternate Universe - Canon Divergence , Wrong Boy Who Lived , Manipulative Dumbledore , BAMF Lily Evans Potter , Parody , Do not repost , Don't copy to another site",Creator Chose Not To Use Archive Warnings,English,02 Jan 2014,Complete Work,"2,777",1/1,248,7359,1300,86699
175857,Burnt,lastcrazyhorn,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Severus Snape , Harry Potter , Theodore Nott , Albus Dumbledore , Poppy Pomfrey , Ron Weasley , Draco Malfoy , Alastor “Mad-Eye” Moody , Millicent Bulstrode , Neville Longbottom , Remus Lupin , Hermione Granger","Slytherin Harry , Physical Disability , Abuse , Minor Violence , Runaway , Neglect , Alternate Universe , Deaf Character , Sign Language , Book 1: Harry Potter and the Philosopher's Stone , Horror , Dumbledore Bashing , British Sign Language , American Sign Language , Don't copy to another site , Уточнять у автора",No Archive Warnings Apply,English,21 Aug 2017,Complete Work,"104,915",37/37,553,3571,1093,86613
6264406,There Is Always the Moon,firethesound,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter","Mild Gore , Blood , Body Horror , Slow Build , Apothecaries , Bickering , Banter , Fake/Pretend Relationship , Routines and Domesticity , Diagon Alley , Alchemy , Astronomy , Curses , Mythology - Freeform , Quidditch , Motorcycles , Pining , Falling In Love , forced bed sharing , Amnesia , Hoodies , Mugs , Onomatopoeias , Potions , Auror Harry Potter , Draco Malfoy-centric , Wingfic , Memory Loss",Creator Chose Not To Use Archive Warnings,English,21 Mar 2016,Complete Work,"159,356",13/13,724,3954,1277,86153
484709,Pinky Promises Are Powerful Magic,megyal,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Ron Weasley , Hermione Granger , Luna Lovegood , Kingsley Shacklebolt , Narcissa Malfoy , Elves - Character",De-aging,No Archive Warnings Apply,English,12 Aug 2012,Complete Work,"12,034",1/1,231,8071,1372,85981
11945961,No Choice,Genuka,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Harry Potter & Slytherin Student(s) , Harry Potter/Severus Snape","Harry Potter , Severus Snape , Tom Riddle | Voldemort , Slytherin Student(s) , Hogwarts Staff , Hogwarts Students , Lucius Malfoy","Random Updates , Bunny Farm Graduate , Bunny Farm Escapee , Not Canon Compliant - Harry Potter and the Goblet of Fire , Sane Voldemort , Complete",Creator Chose Not To Use Archive Warnings,English,26 Feb 2019,Complete Work,"46,851",26/26,556,3579,1120,84926
6493153,What If?,elvirakitties,Not Rated,"F/M, M/M",Harry Potter - Fandom,"Petunia Evans Dursley/Vernon Dursley , Harry Potter & Severus Snape , Lucius Malfoy & Harry Potter , Harry Potter & Voldemort , Harry Potter/Severus Snape/Voldemort , Lucius Malfoy/Narcissa Black Malfoy , Harry Potter/Severus Snape , Harry Potter/Voldemort , Tom Riddle | Voldemort/Severus Snape","Petunia Evans Dursley , Vernon Dursley , Dudley Dursley , Harry Potter , Severus Snape , Lucius Malfoy , Narcissa Black Malfoy , Draco Malfoy , Tom Riddle | Voldemort , Regulus Black , Pansy Parkinson , Blaise Zabini , Theodore Nott , Vincent Crabbe , Gregory Goyle , Hermione Granger , Ron Weasley , Molly Weasley , Daphne Greengrass","Good Dursley Family , Good Malfoy Family , Good Severus Snape , Bad Dumbledore , Manipulative Dumbledore , Ron Weasley Bashing , Hermione Granger Bashing , Dumbledore Bashing , Weasley Family , Molly Weasley Bashing , Creature Fic , Bottom Severus Snape , Bottom Voldemort , Top Harry Potter , No Horcruxes , faeries be here",No Archive Warnings Apply,English,28 Oct 2020,Work in Progress,"44,123",19/?,696,3240,797,84879
4070950,True Colours - (first year),Sean_Jacobs,General Audiences,"M/M, F/M",Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Lily Evans Potter , James Potter , Narcissa Black Malfoy , Ron Weasley , Hermione Granger , Gemma Farley , Marcus Flint , Terence Higgs , Theodore Nott , Neville Longbottom , Severus Snape , Nagini (Harry Potter) , Lucius Malfoy , Augusta Longbottom , Pansy Parkinson , Death (Harry Potter) , Hedwig (Harry Potter)","Slytherin Harry , Hogwarts First Year , Occlumency , Legilimency , Dark Harry , Harry Potter is Not the Boy-Who-Lived , Boy-Who-Lived Neville Longbottom , Book 1: Harry Potter and the Philosopher's Stone , Wrong Boy-Who-Lived , Parseltongue , Smart Harry , Powerful Harry , Alternate Universe - Canon Divergence",Creator Chose Not To Use Archive Warnings,English,29 Mar 2016,Complete Work,"154,882",23/23,347,1501,310,84664
7737991,"Put Your Guns Away, it's Tea Time",ellizablue,General Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,"Scorpius Malfoy/Albus Severus Potter , Harry Potter/Ginny Weasley","Albus Severus Potter , Scorpius Malfoy , Ginny Weasley , Harry Potter , James Sirius Potter , Lily Luna Potter , Rose Weasley , Hermione Granger , Ron Weasley , The Weasleys","takes place the summer before Albus's 5th year , switches between Albus's POV and Ginny's POV , includes rose but is not rose/scorpius , everybody's trying to be Better than they were last year , harry just wants albus to be proud of him , albus just wants harry and ginny to stop flirting in front of his friends , ginny just wants albus to come to terms with his feelings and stop brooding , lily just wants everybody to know how powerful she is , james just wants everybody to be happy and laugh at his jokes , scorpius just wants his best friend's family to love him , and grandad weasley just wants his muggle holiday to happen without any quidditch involvement dammit",No Archive Warnings Apply,English,22 Aug 2016,Complete Work,"52,359",5/5,438,3874,819,84663
4475078,Falling Through Time,wittyhistorian,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,Hermione Granger/Fred Weasley,"Hermione Granger , Fred Weasley","Romance , Time Turner , Time Travel",Creator Chose Not To Use Archive Warnings,English,28 Feb 2020,Complete Work,"353,137",56/56,1300,3458,842,84177
7882474,Put Your Curse in Reverse,ellizablue,Teen And Up Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,"Scorpius Malfoy/Albus Severus Potter , Harry Potter/Ginny Weasley","Albus Severus Potter , Scorpius Malfoy , Harry Potter , Ginny Weasley , James Sirius Potter , Lily Luna Potter , Minerva McGonagall , Neville Longbottom , Draco Malfoy , Rose Weasley , Hugo Weasley , Hermione Granger , Ron Weasley , Charlie Weasley , The Weasleys","this is a sequel , albus and scorpius are already together , switches between Scorpius's POV and Harry's POV , albus and scorpius are happy and comfortable in their own skin , rose granger-weasley's learning that slytherins DO make good company , ginny potter is fed up with rita skeeter and if skeeter makes it to age 80 it'll be a miracle , mcgonagall and slughorn are ancient but thriving , harry learns the true repercussions of weasley's wizard wheezes , and lily truly outdoes herself this time",No Archive Warnings Apply,English,21 Dec 2016,Complete Work,"275,806",14/14,660,2893,432,84140
7162232,Which Harry Potter?,elvirakitties,Not Rated,"F/M, M/M, Other",Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle/Severus Snape , Lucius Malfoy/Narcissa Black Malfoy","Harry Potter , Nagini (Harry Potter) , Severus Snape , Albus Dumbledore , Lucius Malfoy , Narcissa Black Malfoy , Draco Malfoy , Tom Riddle | Voldemort , Ron Weasley , Hermione Granger , The Dursleys , The Weasleys , Minerva McGonagall , Poppy Pomfrey , Quirinus Quirrell , Filius Flitwick , Death Eater(s) , Griphook (Harry Potter) , Goblins (Harry Potter) , Fenrir Greyback","Alternate Universe - Canon Divergence , Alternate Universe - Dark , Top Harry Potter , Bottom Severus Snape , Bottom Tom Riddle , Dark Harry Potter , Dark Severus Snape , Good Malfoy Family , Pre-Slash , Slash , Dumbledore Bashing , Ron Weasley Bashing , Molly Weasley Bashing , Hermione Granger Bashing , Creature Fic",No Archive Warnings Apply,English,10 Dec 2020,Work in Progress,"56,642",23/?,870,3336,737,84055
8671198,"Pathetic, Ordinary, Liars",Orcusnox (Cat9894),Teen And Up Audiences,No category,Harry Potter - J. K. Rowling,,"Harry Potter , Ron Weasley , Hermione Granger , Severus Snape , Draco Malfoy , Erus , Blaise Zabini , Daphne Greengrass , Pansy Parkinson , Professor Quirrell","slytherin golden trio , Alternate Universe - Dark , Based on a Tumblr Post , Follows along with Philosophers Stone , Dark Ron Weasley , Dark Hermione Granger , Dark Harry Potter , Abusive Dursley Family",Creator Chose Not To Use Archive Warnings,English,13 Nov 2019,Complete Work,"66,293",23/23,979,4583,1260,83824
561032,A Necessary Gift: a Harry Potter story,Cosette_Aimee,Teen And Up Audiences,"Gen, F/M",Harry Potter - J. K. Rowling,,"Harry Potter , Sirius Black , Hermione Granger , Draco Malfoy , Arcturus Black","Alternate Universe - Time Travel , Time Travel , Alternate Universe , Hogwarts Era , Family , Slytherin!Harry , Work In Progress , Slow Build , Also slow updates , But will be finished , I promise , Father-Son Relationship",No Archive Warnings Apply,English,21 Feb 2016,Work in Progress,"140,145",21/?,411,2560,930,83338
21481327,Penpal,Krystalmatsumiya,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Remus Lupin/Severus Snape","Draco Malfoy , Harry Potter , Hermione Granger , Ron Weasley , Theodore Nott , Pansy Parkinson , Lucius Malfoy , Narcissa Black Malfoy , Vernon Dursley , Dudley Dursley , Kingsley Shacklebolt","Top Draco Malfoy , Good Malfoy Family (Harry Potter) , Good Pansy Parkinson , Not Beta Read , All mistakes are mine",No Archive Warnings Apply,English,14 Feb 2021,Complete Work,"145,551",106/106,2191,2495,496,82747
12480304,Draco Malfoy and the Letter from the Future,DracoWillHearAboutThis,General Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Narcissa Black Malfoy , Lucius Malfoy , Ron Weasley , Hermione Granger , Rubeus Hagrid , Theodore Nott , Vincent Crabbe , Gregory Goyle , Severus Snape , Minerva McGonagall , Albus Dumbledore , Quirinus Quirrell , Tom Riddle | Voldemort , Neville Longbottom","Time Travel , Harry Potter Series Retold , POV Draco Malfoy , Draco & Harry Friendship , Bullying , Draco questioning his parents' ideals",Creator Chose Not To Use Archive Warnings,English,12 Jan 2018,Complete Work,"33,459",8/8,611,4899,528,82623
10313534,Roar,Elenothar,Teen And Up Audiences,M/M,Fantastic Beasts and Where to Find Them (Movies),Original Percival Graves/Newt Scamander,"Original Percival Graves , Newt Scamander , Newt Scamander's Magical Beasts , Queenie Goldstein , Tina Goldstein , Gellert Grindelwald , Jacob Kowalski , Seraphina Picquery","wampus!Graves , Animal Transformation , Grindelwald messing about with things that should not be messed about with , Hurt/Comfort , Protective Newt , Graves makes friends with Newt's menagerie , Non-Graphic Violence , Slow Burn , Developing Relationship",No Archive Warnings Apply,English,31 May 2017,Complete Work,"62,484",10/10,1133,6578,1772,82456
5101361,Timer,JulietsEmoPhase,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Hermione Granger/Ron Weasley","Harry Potter , Draco Malfoy , Hermione Granger , Ron Weasley","Alternate Universe - Canon Divergence , Soulmate-Identifying Timers , Alternate Universe - Soulmates , Soulmates , Fluff , Fluff and Angst , Angst , Happy Ending , Hogwarts Eighth Year",No Archive Warnings Apply,English,29 Oct 2015,Complete Work,"2,105",1/1,199,7627,775,82188
2766971,In Which Harry is Magnetic North and Draco Is An Idiot,bryoneybrynn,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,,,No Archive Warnings Apply,English,16 Dec 2014,Complete Work,"13,742",1/1,229,7382,1383,81785
11787732,Nagini's Children,elvirakitties,Teen And Up Audiences,"F/M, M/M, Other",Harry Potter - J. K. Rowling,"Harry Potter & Tom Riddle | Voldemort , Harry Potter/Severus Snape , Lucius Malfoy/Narcissa Black Malfoy","Nagini (Harry Potter) , Harry Potter , Tom Riddle | Voldemort , Severus Snape , Albus Dumbledore , Draco Malfoy , Lucius Malfoy , Narcissa Black Malfoy , The Dursleys","Alternate Universe - Canon Divergence , Good Severus Snape , Good Voldemort , Good Malfoy Family , Dumbledore Bashing , Manipulative Dumbledore , Abusive Dursley Family , Implied/Referenced Child Abuse , Some Humor , Tags May Change",No Archive Warnings Apply,English,17 Sep 2020,Work in Progress,"25,663",15/?,645,3686,855,81412
5338217,Harry Potter at the Knees of the Marauders',BakenandEggs,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Harry Potter , Draco Malfoy , Luna Lovegood , Narcissa Black Malfoy , Lucius Malfoy , Sirius Black , Neville Longbottom , Terry Boot , Michael Corner , Anthony Goldstein , Gilderoy Lockhart , Tom Riddle | Voldemort","Pureblood Culture , Pureblood Society , Dumbledore Bashing , Hogwarts Second Year , Child Abuse , Ravenclaw Harry Potter , Prankster Harry Potter",No Archive Warnings Apply,English,17 May 2016,Complete Work,"96,899",27/27,696,4807,459,81033
24090190,Who we are (without each other),geethr75,Teen And Up Audiences,"Gen, M/M",Harry Potter - J. K. Rowling,"Harry Potter/Voldemort , Sirius Black/Severus Snape","Harry Potter , Voldemort , Albus Dumbledore , Sirius Black , Remus Lupin , Severus Snape , Ron Weasley , Hermione Granger , Neville Longbottom , Dobby , Ginny Weasley , Fred Weasley , George Weasley , Arthur Weasley , Molly Weasley , Nymphadora Tonks , Draco Malfoy , OMC , Other Harry Potter Characters","Time Travel , Post DH , Canon Divergence , Sane Voldemort , Fix-It , Harry Needs a Hug",Creator Chose Not To Use Archive Warnings,English,29 Jan 2021,Complete Work,"48,265",41/41,700,3131,799,80717
