work_id,title,author,rating,category,fandom,relationship,character,additional_tags,warnings,language,date updated,status,words,chapters,comments,kudos,bookmarks,hits
12006417,survival is a talent,ShanaStoryteller,Teen And Up Audiences,"Gen, M/M",Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Ron Weasley , Hermione Granger , Blaise Zabini , Millicent Bulstrode , Lucius Malfoy , Narcissa Black Malfoy , Ginny Weasley , Remus Lupin , Sirius Black","Soulmate AU , Indian Harry Potter , Black Hermione Granger , canon? i don't know her , Slow Build , Lucius Malfoy is a bad person but a good father , Parselmouth Harry Potter , Smart Draco Malfoy , I'm offended that's a tag OF COURSE he's smart , sometimes bad things happen , but this fic isn't out to hurt you , Secret Relationship , Slytherins and Gryffindors being reluctant friends , Plotty , suprising lack of focus on soulmates for a soulmate au",Creator Chose Not To Use Archive Warnings,English,03 Jan 2021,Work in Progress,"385,233",24/?,8984,28587,9466,740720
7331278,Hermione Granger's Hogwarts Crammer for Delinquents on the Run,waspabi,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Hermione Granger/Ron Weasley","Harry Potter , Draco Malfoy , Hermione Granger , Ron Weasley , Luna Lovegood , Ginny Weasley , Neville Longbottom","Pining , Humor , Hijinks & Shenanigans , Alternate Universe - Canon Divergence , Friendship",No Archive Warnings Apply,English,21 May 2017,Complete Work,"93,391",8/8,2590,29045,10088,520852
3171550,Running on Air,eleventy7,Teen And Up Audiences,Multi,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Harry/Ginny , past Draco/Astoria","Draco Malfoy , Harry Potter , Hermione Granger , Ron Weasley , Astoria Greengrass , Ginny Weasley","Mystery , Drama , Friendship , Slow Burn , Romance",No Archive Warnings Apply,English,25 Dec 2014,Complete Work,"74,875",17/17,3026,25814,8435,416955
1651109,Text Talk,merlywhirls,Not Rated,No category,Harry Potter - J. K. Rowling,"Sirius Black/Remus Lupin , wolfstar - Relationship","Sirius Black , Remus Lupin , James Potter , Peter Pettigrew , Moony , Wormtail , Padfoot , Prongs , Lily Evans , Lily Potter , Alice Longbottom , Frank Longbottom","text , Texting , text fic , Hospital , Boarding School , MWPP , Marauders era , The Marauders - Freeform , Maurders AU , AU , Alternate Universe , Modern AU , texting fic , School , Injury , Mention of family abuse , mention of depression , family stuff , Parents , Illness , Homophobic Slurs , Mention Of Homophobia","Creator Chose Not To Use Archive Warnings , No Archive Warnings Apply",English,31 Dec 2015,Complete Work,"141,250",14/14,2682,22516,5581,413655
1097794,The Syntax of Things,Arrisha,Not Rated,M/M,Harry Potter - J. K. Rowling,Harry Potter/Severus Snape,,"Spinner's End , Mentor Snape , Coming Out , Slow Build , Teacher-Student Relationship , Implied/Referenced Homophobia , Canon Compliant , Drinking & Talking , Angst and Humor , Classics , In Character , Community: snape_potter , Unresolved Sexual Tension , Unresolved Romantic Tension , Alcohol Abuse/Alcoholism","Underage , Creator Chose Not To Use Archive Warnings",English,09 Nov 2019,Work in Progress,"168,337",70/71,2480,3689,648,398122
4371455,hello goodbye ('twas nice to know you),tamerofdarkstars,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Blaise Zabini , Dean Thomas , Seamus Finnigan , Ensemble","Soulmate-Identifying Marks , Alternate Universe - Soulmates , finally finished this holy hell , Fluff , seriously so much fluff , Hogwarts Eighth Year , Spanish Translation , 中文翻译 | Translation in Chinese , Перевод на русский | Translation in Russian",No Archive Warnings Apply,English,19 Jul 2015,Complete Work,"4,807",1/1,359,28799,3796,362183
1085412,A Marauder's Plan,CatsAreCool (Rachel500),Teen And Up Audiences,Multi,Harry Potter - J. K. Rowling,Hermione Granger/Harry Potter,"Harry Potter , Sirius Black , Remus Lupin , Hermione Granger , Ron Weasley , Neville Longbottom , Albus Dumbledore , Peter Pettigrew","Alternate Universe , Child Abuse","Major Character Death , Underage , Rape/Non-Con",English,13 Jun 2016,Complete Work,"865,520",87/87,1830,6339,2925,355713
7189349,Wear Me Like A Locket Around Your Throat,VivyPotter,Teen And Up Audiences,"M/M, Multi",Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle , Harry Potter & Tom Riddle , Druella Rosier Black/Walburga Black , Orion Black/Walburga Black , (Kind of) - Relationship","Harry Potter , Tom Riddle , Albus Dumbledore , Olive Hornby , Original Male Character(s) , Avery Sr. (Harry Potter) , Lestrange Sr. , Rosier Sr. , Rubeus Hagrid , Septimus Weasley , Mulciber Sr. (Harry Potter) , Walburga Black , Orion Black , Nott Sr. (Harry Potter) , Abraxas Malfoy , Horace Slughorn , Druella Rosier Black , Moaning Myrtle , Armando Dippet","Alternate Universe - Time Travel , Time Travel , Angst , Violence , Slytherin Harry Potter , Not entirely canon accurate , Alternate Universe - Canon Divergence , Antiquated Views , Mild Gore , Implied/Referenced Child Abuse , Denial , Slow Burn , Slow Build , Implied/Referenced Sexual Assault , But not between Harry and Tom , This is a fun story- promise! , I obviously want to write a slow burn rom com",Creator Chose Not To Use Archive Warnings,English,19 Oct 2019,Work in Progress,"221,010",29/?,2937,14620,4291,331653
6614155,Full circle,tetsurashian,Not Rated,M/M,Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle | Voldemort , Harry Potter/Tom Riddle","Harry Potter , Tom Riddle | Voldemort","Alternate Universe , A different kind of soulmate , Master of Death Harry Potter , Reincarnation , Humor , Crack Treated Seriously , Background Relationships",Creator Chose Not To Use Archive Warnings,English,01 Feb 2019,Work in Progress,"67,460",27/?,4369,22807,7000,318769
3390668,C'est La Vie,cywscross,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Minor or Background Relationship(s) , Sirius Black/Remus Lupin , James Potter/Lily Evans Potter","Harry Potter , Hadrian Evans , Ron Weasley , Hermione Granger , Orion Black , Neville Longbottom , Luna Lovegood , Fleur Delacour , Viktor Krum , Cedric Diggory , James Potter , Lily Evans Potter , Severus Snape , Albus Dumbledore , Sirius Black , Remus Lupin , Bathsheda Babbling , Draco Malfoy , Blaise Zabini , Theodore Nott , Fred Weasley , George Weasley , Gabrielle Delacour , Hogwarts Students , Hogwarts Staff","Alternate Universe , Alternate Universe - Canon Divergence , Time Travel , Dimension Travel , Original Character(s) , Language , Violence , canon only until end of fifth year with an extra six-year wartime period thrown in after that , Other Additional Tags to Be Added , Don't copy to another site",Creator Chose Not To Use Archive Warnings,English,19 Feb 2015,Work in Progress,"102,274",9/?,1538,13077,4814,311015
742072,A Year Like None Other,aspeninthesunlight,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Harry Potter , Severus Snape , Draco Malfoy","Adoption , Mentorship , Magical Theory , Severitus-inspired , Self-Harm , Disability , Canon Disabled Character , Blindness , Angst , Hurt/Comfort , Emotional Hurt/Comfort , Adopted Harry , Adopted Draco , Harry and Draco are brothers , Ron is a berk but not forever , Hermione thinks she knows everything , Harry has dark powers / deep powers , There's more to Remus than we realized , Lucius is horrible and that's putting it mildly , Severus saves Harry , Harry blabs a lot when he's recovering from severe medical trauma , Draco has an impulse control problem , Complicated Plot , Harry gets a pet snake , Severus Snape Adopts Harry Potter , Wandless Magic , Loss of Powers , loss of magic , Parseltongue , Good Severus Snape , Mentor Severus Snape , Severus Snape Has a Heart , Severus Snape adopts Draco Malfoy , seer dreams",Graphic Depictions Of Violence,English,09 Jun 2013,Complete Work,"789,589",96/96,1302,6036,1710,307392
19162495,Harry Potter gets smart and takes control - The Goblet,YoullNeverCatchMeAliveSaidHe,Teen And Up Audiences,"Gen, M/M, Multi",Harry Potter - J. K. Rowling,"Hermione Granger & Harry Potter , Harry Potter & Charlie Weasley , Harry Potter & Bill Weasley , Harry Potter & Severus Snape , Bill Weasley & Charlie Weasley , Filius Flitwick & Severus Snape","Harry Potter , Hermione Granger , Bill Weasley , Charlie Weasley , Ron Weasley , Albus Dumbledore , Minerva McGonagall , Severus Snape , Winky (Harry Potter) , Dobby (Harry Potter) , Filius Flitwick , House-Elves (Harry Potter) , Goblins (Harry Potter)","Implied/Referenced Child Abuse , Smart Harry Potter , Book 4: Harry Potter and the Goblet of Fire , Ron Weasley Bashing , Albus Dumbledore Bashing , Manipulative Albus Dumbledore , Child Neglect , Independent Harry Potter , Minor Poppy Pomfrey Bashing , Weight insecurity , Grownups being controlling manipulative assholes and neglectfully oblivious , Self-Esteem Issues , House Elves are Brilliant , Hermione Granger is a Good Friend , Slow Build , Asexual Character , Post-Traumatic Stress Disorder - PTSD , Harry Potter Has PTSD - Post-Traumatic Stress Disorder , Minerva McGonagall Bashing , Asexual Charlie Weasley , Good Severus Snape , Severus Snape Has a Heart , James Potter Bashing , Harry Potter Needs a Hug , Severus Snape Needs a Hug , Marauder Bashing",No Archive Warnings Apply,English,16 Feb 2021,Work in Progress,"456,487",89/100,2854,6886,1798,293593
922767,Leo Inter Serpentes: First Year,Aeternum,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Harry Potter , Draco Malfoy , Hermione Granger , Severus Snape , Blaise Zabini , Theodore Nott , Pansy Parkinson , Daphne Greengrass , Tracey Davis , Millicent Bulstrode , Neville Longbottom , Rubeus Hagrid , Original Female Character(s) , Original Male Character(s) , Hedwig , Fang , Minerva McGonagall , Quirinus Quirrell","Alternate Universe - Canon Divergence , Slytherin Harry , Good Slytherins , Mentor Snape",No Archive Warnings Apply,English,14 Oct 2013,Complete Work,"50,270",11/11,1123,11157,1310,278954
23828404,ink and parchment | blood and bone,Rose_by_another_name,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle | Voldemort , Harry Potter/Tom Riddle , Eventual Relationship - Relationship","Harry Potter , Tom Riddle , Severus Snape , Draco Malfoy , Blaise Zabini , Theodore Nott , Daphne Greengrass , Sirius Black , Narcissa Malfoy","Female Harry Potter , Slytherin Harry Potter , I take canon and say no , Girl-Who-Lived (Harry Potter) , Horcruxes , Intelligent Harry Potter , Morally Grey Harry , Albus Dumbledore Bashing , Slytherin Politics , how do I tag my plot when I don't know my plot , Slow Burn , when I started this fic I did not think it would be this long , send help , Currently at: seventh year",Graphic Depictions Of Violence,English,22 Feb 2021,Work in Progress,"405,933",66/?,5144,7282,1965,275094
261823,Cunning and Ambition - Book One,MinaAndChao,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Pansy Parkinson , Blaise Zabini , Severus Snape , Hermione Granger , Neville Longbottom , Ron Weasley","AU , Slytherin!Harry , Book 1: Harry Potter and the Philosopher's Stone",Creator Chose Not To Use Archive Warnings,English,07 Oct 2011,Complete Work,"50,017",16/16,289,6128,728,263747
11811135,The Little Bat,elvirakitties,General Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,"Harry Potter & Severus Snape , Arthur Weasley/Molly Weasley , Lucius Malfoy/Narcissa Black Malfoy , Severus Snape/Voldemort , Harry Potter & Tom Riddle | Voldemort","Harry Potter , Severus Snape , Albus Dumbledore , Draco Malfoy , Minerva McGonagall , Filius Flitwick , Poppy Pomfrey , Pomona Sprout , Ron Weasley , Fred Weasley , George Weasley , The Dursleys , The Weasleys , Hermione Granger , Goblins (Harry Potter) , Tom Riddle | Voldemort","Alternate Universe - Canon Divergence , Child Abuse , Past Child Abuse , Dumbledore Bashing , Manipulative Dumbledore , Ron Weasley Bashing , Good Voldemort , Good Lucius Malfoy , Good Draco Malfoy , Good Slytherins , Mental Health Issues , Good Severus Snape , Some Humor",No Archive Warnings Apply,English,01 Feb 2021,Work in Progress,"66,163",32/?,3258,8712,2003,259067
16052816,Away Childish Things,lettered,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter","Age Regression/De-Aging , Past Child Abuse , Past Malnutrition , Past Neglect , Past Touch Deprivation , Dyslexia , Eating Disorders , Verbal Abuse , Internalized Homophobia , Homophobia , Biphobia , Homophobic Slurs , Pure-blood Bigotry , Pure-blood Slurs , Crying , Grief/Mourning , Off-screen death of a secondary character , the Death is an Implied Suicide , Mommy Issues , Daddy Issues , Toxic Masculinity , Long Hair , Emotional Dysfunction , Age Difference , Blood , Bodyswap (kind of) , Love Potion/Spell , Potions Accident , Family , Hurt/Comfort , heavy on the comfort , Endearments , Bacon , salad",No Archive Warnings Apply,English,07 Nov 2018,Complete Work,"153,881",13/13,4279,17816,6106,249636
6649642,These Little Days,Katieb18,Not Rated,M/M,Harry Potter - J. K. Rowling,"Lucius Malfoy/Severus Snape , Harry Potter & Severus Snape , Draco Malfoy & Harry Potter , Lucius Malfoy & Harry Potter , Lucius Malfoy & Draco Malfoy","Severus Snape , Harry Potter , Draco Malfoy , Lucius Malfoy , Fred Weasley , George Weasley , Ron Weasley , Hermione Granger , Albus Dumbledore , Luna Lovegood , Blaise Zabini , Arthur Weasley , Molly Weasley , Minerva McGonagall , Remus Lupin","Non-Sexual Age Play , Diapers , strollers , Pacifiers , Cribs , Infantilism , Alternate Reality , Alternate Universe , bottles , Naptime , Big Brother Draco , harry is a cutie , Harry Needs a Hug , Daddy Severus , Papa Lucius , Hoppy the Bunny , Good Draco Malfoy , Good Lucius Malfoy , sippy cups , pull ups , Baby Harry , Toddler Draco , Other Additional Tags to Be Added",Creator Chose Not To Use Archive Warnings,English,28 Dec 2020,Work in Progress,"183,890",68/?,1544,5731,927,240618
4701869,Oh God Not Again!,Sarah1281,General Audiences,Gen,Harry Potter - J. K. Rowling,"Hermione Granger & Harry Potter & Ron Weasley , Draco Malfoy & Harry Potter , Neville Longbottom & Harry Potter , Sirius Black & Remus Lupin & Harry Potter , Luna Lovegood & Harry Potter","Harry Potter , Sirius Black , Hermione Granger , Ron Weasley , Neville Longbottom , Draco Malfoy , Severus Snape , Remus Lupin , Luna Lovegood , Cedric Diggory , Percy Weasley , Dobby (Harry Potter) , Fred Weasley , George Weasley","Old Fic , Humor , Time Travel",No Archive Warnings Apply,English,01 Sep 2015,Complete Work,"150,731",50/50,2255,11975,3832,239835
10588629,Harry Potter and the Problem of Potions,Wyste,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Draco Malfoy & Harry Potter , Harry Potter & Severus Snape , Sirius Black & Harry Potter , Gregory Goyle/Luna Lovegood , Canon Relationship(s) , Harry Potter & Voldemort , Severus Snape & Voldemort , Hermione Granger & Harry Potter & Ron Weasley , Draco Malfoy & Severus Snape , Draco Malfoy & Voldemort","Harry Potter , Ron Weasley , Hermione Granger , Neville Longbottom , Draco Malfoy , Severus Snape , Vincent Crabbe , Gregory Goyle , Fred Weasley , George Weasley , Sirius Black , Remus Lupin , Bartemius Crouch Jr. , Kreacher (Harry Potter) , Voldemort (Harry Potter) , Ginny Weasley , Luna Lovegood","No character bashing , Potions , Alternate Universe - Canon Divergence , Humor , Author's first attempt at Harry Potter , Will mostly follow canon timeline on the theory that time is sticky , Fix-It , Some redemption , But not everyone is redeemable , Professor Snape is still a terrible teacher , He's lucky Harry has such low standards , enemies to frenemies , Rivalry , Candy , Canonical levels of violence against children , Friendship , Mentor Severus Snape , Animagus , Sirius Black is very damaged but he tries , Godfather Sirius Black , Harry thinks 12 Grimmauld Place is misunderstood , Possibly Pre-Slash , Voldemort is his own warning , Sirius Black Lives , Character Death , See notes if you need to know who dies , but I suggest avoiding spoilers , no one will really miss them , we go right off the rails in book seven , no canon was harmed in the making of this fic , Grimmauld Place , Family , Dementor-influenced suicidal thoughts , Azkaban , Harry Potter Has a Saving People Thing , Drama , Severus Snape Lives , Remus Lupin Lives , Nymphadora Tonks Lives , Harry Potter and the Cursed Child Spoilers , Fred Weasley Lives",No Archive Warnings Apply,English,11 Jun 2017,Complete Work,"184,441",162/162,5712,8924,2671,223834
1024956,Invisible,DebsTheSlytherinSnapeFan,Teen And Up Audiences,M/M,Harry Potter - Fandom,"Severus Snape/Harry Potter , Remus Lupin/Sirius Black , Viktor Krum/Harry Potter (Summer romance only) , James Potter/Lily Potter","Severus Snape , Eileen Prince-Snape - Character , Harry Potter/Peverell , Neville Longbottom , Luna Lovegood , Cedric Diggory , Viktor Krum , Fleur Delacour , Lily Potter , James Potter , Nick Potter , Roxy Potter , Remus Lupin , Sirius Black","Wrong Boy Who Lived , Mpreg , Implied Mpreg",No Archive Warnings Apply,English,12 Jun 2016,Complete Work,"581,088",112/112,941,5152,1511,215087
11270490,you belong to me (i belong to you),Child_OTKW,Not Rated,No category,Harry Potter - J. K. Rowling,Harry Potter & Tom Riddle,"Harry Potter , Tom Riddle , Orion Black , Albus Dumbledore , Gellert Grindelwald , Lestrange Sr. (Harry Potter) , Abraxas Malfoy , Original Characters","Time Travel , Body Swap , Riddle at Hogwarts Era , Slytherin Politics , Slytherin Harry , Grey Harry , Auror Harry , Mind Games , Obsessive Behavior , Possessive Behavior , Implied/Referenced Rape/Non-con , Rape Aftermath , Underage Rape/Non-con , Suicide Attempt , The Non-con is not between Harry and Tom , Master of Death Harry Potter , Mild Horror , Minor Harry Potter/Ginny Weasley","Graphic Depictions Of Violence , Rape/Non-Con , Underage",English,04 Nov 2020,Work in Progress,"80,718",15/?,2612,13421,4650,206818
392764,The Pure and Simple Truth,lettered,General Audiences,"Gen, M/M",Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Pansy Parkinson , Ron Weasley , Hermiome Granger , Blaise Zabini",,No Archive Warnings Apply,English,23 Mar 2012,Complete Work,"65,482",9/9,784,10920,3956,199371
8017603,Never Grow A Wishbone,ShanaStoryteller,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Hermione Granger & Draco Malfoy","Draco Malfoy , Pansy Parkinson , Blaise Zabini , Harry Potter , Hermione Granger , Luna Lovegood , Minerva McGonagall , Filius Flitwick , Neville Longbottom","Post War , professor!draco , Professor!Harry , Draco pov , Slytherins Aren't Evil , War is Complicated , Language is cultural , Slow Build , No character bashing , Unreliable Narrator , VERY UNRELIABLE NARRATOR , HP: EWE , Monthly updates , Politics , mostly politics a little everything else , which isn't what i intended but it's what we got , realistic politics , or more realistic than fic usually has , which fills a lot of people with anger i guess",No Archive Warnings Apply,English,29 May 2020,Complete Work,"123,544",25/25,3469,13268,3788,198077
13760487,the dogfather,hollimichele,Teen And Up Audiences,"Gen, M/M, Multi",Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,"Harry Potter , Sirius Black , Remus Lupin , Ron Weasley , Draco Malfoy , Rubeus Hagrid , Minerva McGonagall , Albus Dumbledore , Molly Weasley , Original Muggle Character(s) , Hermione Granger","Fix-It , Alternate Universe - Canon Divergence",No Archive Warnings Apply,English,04 Oct 2018,Complete Work,"47,681",4/4,1315,15624,4651,191367
4304088,History Repeats Itself,tragicomic_relief,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Ron Weasley , Hermione Granger , Lucius Malfoy , Narcissa Black Malfoy , Anthony Goldstein , Terry Boot , Michael Corner , Original Male Character(s) , Tom Riddle | Voldemort","AU , Time Travel , Do-Over , Alternate Reality , one-sided friendship , Friends to Lovers , Hogwarts First Year , Hogwarts Second Year , Hogwarts Third Year , Hogwarts Fourth Year , Hogwarts Fifth Year , Hogwarts Sixth Year , POV Draco Malfoy , enjoy C- writing skills , Canon Related , Canon Rewrite , v salty draco in early chapters , seriously this writing is below par , Illustrations , Slow To Update , Ravenclaw Draco Malfoy , draco doesn't know what he's doing half the time , Oblivious Draco Malfoy , Pining Harry Potter , Slow Build , Draco Malfoy-centric , occurrences of , Panic Attacks , an anon on tumblr said that draco has ptsd (PRE-traumatic stress disorder) and they are not wrong , me; grabbing canon: i will dismantle this oppressive establishment BOARD BY BOARD , Blushing , i make... a lot of characters blush",Creator Chose Not To Use Archive Warnings,English,15 Sep 2020,Work in Progress,"115,859",28/39,1644,8128,1974,189983
8835628,Other People's Choices,Lomonaaeren,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Harry Potter & Severus Snape , Harry Potter & Ron Weasley , Harry Potter & Hermione Granger , Harry Potter & Blaise Zabini","Harry Potter , Albus Dumbledore , Sorting Hat , Severus Snape , Ron Weasley , Blaise Zabini , Hermione Granger , The Dursleys , Nott Sr. (Harry Potter) , Theodore Nott","Sorting , The Sorting Hat , Slytherin Harry , Chamber of Secrets AU",No Archive Warnings Apply,English,17 Jul 2018,Complete Work,"182,853",60/60,2177,6729,1432,185029
5684710,punch-drunk fingerprints,tamerofdarkstars,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter","I Don't Even Know , Fluff , First Kiss , Soulmate-Identifying Marks , Alternate Universe - Soulmates , Hogwarts Eighth Year , This Is STUPID , draco secretly reads soulmate romance novels , Перевод на русский | Translation in Russian , Spanish Translation , 中文翻译 | Translation in Chinese",No Archive Warnings Apply,English,10 Jan 2016,Complete Work,"1,983",1/1,258,22361,2173,184997
20459714,The Heir of the House of Black,ravenclawblues (ravenclaw_blues),Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Orion Black & Harry Potter , Sirius Black & Harry Potter , Regulus Black & Harry Potter , Harry Potter & Original Character(s) , past-Harry Potter/Ginny Weasley , minor-Harry Potter/Original Character(s)","Harry Potter , Orion Black , Sirius Black , Regulus Black , James Potter , Lily Evans Potter , Remus Lupin , Severus Snape , Albus Dumbledore , Minerva McGonagall , Tom Riddle | Voldemort , Ron Weasley , Hermione Granger , Marauders (Harry Potter) , Black Family (Harry Potter) , Potter Family (Harry Potter)","Pre-Marauders Era (Harry Potter) , Marauders Era (Harry Potter) , Alternate Universe - Time Travel , Time Travel Fix-It , Time Travel , Rebirth , Master of Death Harry Potter , Light Angst , Hurt/Comfort , Post-Hogwarts for 5 chapters , Potions , Wand magic , Runes Magic , Canon-Typical Violence , It's the First Wizarding War , it's not all fluff , There will be character deaths but I will maintain the Teen and Up rating",No Archive Warnings Apply,English,19 Feb 2021,Work in Progress,"429,243",56/?,1864,4612,1377,181693
23702959,That Universe Over There,mytimeconsumingsidehobby,General Audiences,Multi,Harry Potter - J. K. Rowling,Luna Lovegood/Harry Potter,"Harry Potter , Albus Dumbledore , Draco Malfoy , Goblins (Harry Potter) , Lucius Malfoy , Narcissa Black Malfoy , Fred Weasley , George Weasley , Neville Longbottom , Pansy Parkinson , Severus Snape , Sirius Black , Remus Lupin , Hermione Granger , Percy Weasley , Minerva McGonagall , Ron Weasley , Oliver Wood , Marcus Flint , Mrs Zabini (Harry Potter) , Theodore Nott , Tracey Davis (Harry Potter) , Daphne Greengrass , Blaise Zabini , Millicent Bulstrode , Luna Lovegood , Molly Weasley , Arthur Weasley , Bartemius Crouch Jr. , Basilisk (Harry Potter) , Charlie Weasley , Bill Weasley , Ginny Weasley , Cedric Diggory , Filius Flitwick , Justin Finch-Fletchley , Susan Bones , Hannah Abbott , Augusta Longbottom , Terence Higgs , Adrian Pucey , Alastor ""Mad-Eye"" Moody , Nymphadora Tonks , Amelia Bones , Vincent Crabbe , Gregory Goyle","Master of Death Harry Potter , Female Harry Potter , Manipulative Albus Dumbledore , Harry Potter is Lord Peverell , Accidental World Domination",No Archive Warnings Apply,English,21 Feb 2021,Work in Progress,"207,258",49/?,1488,4364,1428,178046
3168581,Your Name on My Heart,whitedandelions,Teen And Up Audiences,"M/M, F/M",Harry Potter - J. K. Rowling,"Harry Potter/Tom Riddle , Harry Potter/Voldemort , Lily Evans Potter/Severus Snape , Sirius Black/James Potter","Harry Potter , James Potter , Tom Riddle | Voldemort , Sirius Black , Severus Snape , Lily Evans Potter , Lucius Malfoy","Soulmate-Identifying Marks , Professor Tom , Slytherin Harry , War , Alternate Universe , Rebellion , No Horcruxes , Original Characters - Freeform","No Archive Warnings Apply , Major Character Death",English,24 Jun 2019,Work in Progress,"155,932",22/?,1496,5990,1945,176835
12429789,To Catch A Thief,elvirakitties,Teen And Up Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,"Harry Potter & Severus Snape , Harry Potter/Severus Snape","Harry Potter , Albus Dumbledore , Severus Snape , Minerva McGonagall , Hermione Granger , The Weasleys , Order of the Phoenix , Death Eater(s) , Goblins (Harry Potter) , Tom Riddle | Voldemort , Kingsley Shacklebolt , Original Characters , Ron Weasley , Draco Malfoy , Fred Weasley , George Weasley","Alternate Universe - Canon Divergence , Stealing , Bad Dumbledore , Good Severus Snape , Top Harry , Bottom Severus Snape , Fluff and Humor , Manipulative Dumbledore , Good Weasley Twins , Hermione Granger Bashing , Molly Weasley Bashing , Ron Weasley Bashing , Thief Harry , Implied/Referenced Child Abuse",No Archive Warnings Apply,English,31 Jan 2021,Work in Progress,"65,622",30/?,2154,6891,1671,173383
473335,Twist of Fate,Oakstone730,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Cedric Diggory","EWE , Canon up until Epilogue , Triwizard , Book 4: Harry Potter and the Goblet of Fire , Redemption , Forgiveness , Angst , Memory Loss , Secret Relationships , obliviate , secret boyfriends",Creator Chose Not To Use Archive Warnings,English,09 Aug 2012,Complete Work,"302,209",29/29,836,4064,1470,171856
19793110,Burning Red,NoNameWriter,Not Rated,"F/M, M/M",Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy , Blaise Zabini , Theodore Nott , Hermione Granger , Severus Snape , Remus Lupin , Albus Dumbledore , Ron Weasley , Fred Weasley , George Weasley , pretty much everyone - Character , Sirius Black , Neville Longbottom","Oblivious Harry , Red-Haired Harry Potter , Smart Harry , Slytherin , Gryffindor , Parseltongue , Ron Weasley Bashing , Albus Dumbledore Bashing , Draco is a Baby Cactus , Slytherin Friendly , Harry Takes No Shit and Looks Pretty While Doing It , Whump","Creator Chose Not To Use Archive Warnings , Graphic Depictions Of Violence",English,31 Jan 2021,Work in Progress,"298,607",39/?,1700,6702,2282,166275
6361297,Fixing It,elvirakitties,Not Rated,M/M,Harry Potter - J. K. Rowling,"Harry Potter & Tom Riddle , Harry Potter & Severus Snape , Tom Riddle/Severus Snape , Lucius Malfoy/Narcissa Black Malfoy","Harry Potter , Tom Riddle , Severus Snape , Lucius Malfoy , Albus Dumbledore , Minerva McGonagall , Poppy Pomfrey , Bellatrix Black Lestrange , Draco Malfoy , Nagini (Harry Potter) , Sirius Black , Narcissa Black Malfoy , Theodore Nott , Harry Potter Characters , Blaise Zabini , Remus Lupin , Death Eater(s) , Order of the Phoenix - Character","Alternate Universe - Canon Divergence , Past Abuse , Manipulative Dumbledore , Parent Severus Snape , Good Tom Riddle , Good Severus Snape , Tom Riddle | Voldemort Adopts Harry Potter , Severus Snape Adopts Harry Potter , Good Malfoy Family , Molly Weasley Bashing , Dumbledore Bashing",No Archive Warnings Apply,English,30 Jul 2020,Complete Work,"39,953",19/19,759,5938,1415,165750
7034761,Teaching History (is Old News),You_Light_The_Sky,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle,"Tom Riddle , Harry Potter , Albus Dumbledore","Alternate Universe - Canon Divergence , Crack , Slow Burn , Harry makes up false prophecies to mess with Tom , Tom just wants to be a Dark Lord damn it , Albus twinkles a lot , No character bashing , Slice of Life , Humor , so much crack , Sometimes plot , Translation Available , 中文翻译 | Translation in Chinese , Tiếng Việt | Vietnamese , Don't copy to another site , I should maybe add an angst tag , Maybe - Freeform",Creator Chose Not To Use Archive Warnings,English,16 Mar 2020,Work in Progress,"79,256",30/53,2948,9881,2950,164924
